id,last_page,gender,age,main_mode,travel_time,priv_avail,carpool_avail,walk_avail,transit_avail,taxi_avail,moto_avail,no_second_mode,status,yr_stud,yr_emp,st_drive,st_drive_gen,st_pass,st_pass_gen,st_n_pass,st_n pass_gen,emp_drive,emp_drive_gen,emp_pass,emp_pass_gen,S1,S2,S3,S4,CHOICE1,CHOICE2,CHOICE3,CHOICE4
7,13,2,23,1,8,1,0,1,0,1,0,0,1,6,-1,3,3,3,3,-1,-1,-1,-1,-1,-1,3,3,3,3,2,2,2,2
8,13,1,22,1,10,1,0,1,0,0,0,0,1,6,-1,3,2,4,2,-1,-1,-1,-1,-1,-1,3,2,4,2,2,1,3,1
9,13,2,21,1,5,1,0,1,0,0,0,0,1,2,-1,3,3,3,3,-1,-1,-1,-1,-1,-1,3,3,3,3,2,2,2,2
10,13,2,22,1,60,1,1,0,0,0,0,0,1,5,-1,2,2,3,3,-1,-1,-1,-1,-1,-1,2,2,3,3,1,1,2,2
11,13,2,22,4,20,1,0,0,0,0,0,0,1,5,-1,-1,-1,-1,-1,2,3,-1,-1,-1,-1,-1,-1,2,3,-1,-1,1,2
12,13,2,22,1,5,1,1,1,1,0,0,0,1,5,-1,3,4,3,3,-1,-1,-1,-1,-1,-1,3,4,3,3,2,3,2,2
13,13,2,23,1,120,1,1,1,0,0,0,0,1,6,-1,1,3,1,3,-1,-1,-1,-1,-1,-1,1,3,1,3,1,2,1,2
14,13,2,23,1,10,1,0,0,0,0,0,1,1,5,-1,3,5,2,4,-1,-1,-1,-1,-1,-1,3,5,2,4,2,3,1,3
15,13,2,21,4,20,1,0,0,0,0,0,0,1,4,-1,-1,-1,-1,-1,4,3,-1,-1,-1,-1,-1,-1,4,3,-1,-1,3,2
16,13,1,22,1,8,1,0,0,1,0,0,0,1,5,-1,1,2,3,4,-1,-1,-1,-1,-1,-1,1,2,3,4,1,1,2,3
17,13,1,24,1,10,1,0,0,1,0,0,0,1,6,-1,1,4,1,4,-1,-1,-1,-1,-1,-1,1,4,1,4,1,3,1,3
18,13,2,24,1,8,1,0,0,0,0,0,1,1,6,-1,2,2,4,4,-1,-1,-1,-1,-1,-1,2,2,4,4,1,1,3,3
19,13,2,22,1,10,1,1,1,0,0,0,0,1,5,-1,1,4,2,4,-1,-1,-1,-1,-1,-1,1,4,2,4,1,3,1,3
20,13,2,21,1,20,1,1,0,0,0,0,0,1,4,-1,2,4,2,4,-1,-1,-1,-1,-1,-1,2,4,2,4,1,3,1,3
21,13,1,20,4,15,0,1,0,0,0,0,0,1,4,-1,-1,-1,-1,-1,3,3,-1,-1,-1,-1,-1,-1,3,3,-1,-1,2,2
22,13,2,22,1,5,1,0,1,0,0,0,0,1,5,-1,1,5,3,5,-1,-1,-1,-1,-1,-1,1,5,3,5,1,3,2,3
23,13,2,23,4,20,0,0,0,0,0,0,1,1,5,-1,-1,-1,-1,-1,1,5,-1,-1,-1,-1,-1,-1,1,5,-1,-1,1,3
24,13,1,23,1,45,1,1,0,0,0,0,0,1,6,-1,4,1,2,2,-1,-1,-1,-1,-1,-1,4,1,2,2,3,1,1,1
25,13,2,24,1,15,1,0,0,1,0,0,0,1,6,-1,2,3,3,3,-1,-1,-1,-1,-1,-1,2,3,3,3,1,2,2,2
26,13,2,23,1,6,1,0,1,0,0,0,0,1,6,-1,3,3,4,2,-1,-1,-1,-1,-1,-1,3,3,4,2,2,2,3,1
27,13,2,21,4,20,1,0,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,1,5,-1,-1,-1,-1,-1,-1,1,5,-1,-1,1,3
28,13,1,23,1,8,1,0,1,0,0,0,0,1,6,-1,2,3,2,3,-1,-1,-1,-1,-1,-1,2,3,2,3,1,2,1,2
29,13,2,36,1,10,1,1,0,0,1,0,0,4,-1,3,-1,-1,-1,-1,-1,-1,1,5,2,5,1,5,2,5,1,3,1,3
30,13,2,24,4,5,1,0,0,0,0,0,0,1,6,-1,-1,-1,-1,-1,2,5,-1,-1,-1,-1,-1,-1,2,5,-1,-1,1,3
31,13,2,24,1,7,1,1,0,0,0,0,0,1,6,-1,1,5,1,5,-1,-1,-1,-1,-1,-1,1,5,1,5,1,3,1,3
32,13,1,18,1,35,1,1,0,0,0,0,0,1,2,-1,3,3,3,3,-1,-1,-1,-1,-1,-1,3,3,3,3,2,2,2,2
33,13,1,19,2,5,1,0,1,0,0,0,0,1,3,-1,-1,-1,-1,-1,2,4,-1,-1,-1,-1,-1,-1,2,4,-1,-1,1,3
34,13,1,18,4,15,1,0,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,3,2,-1,-1,-1,-1,-1,-1,3,2,-1,-1,2,1
35,13,2,20,1,25,1,1,0,0,0,0,0,1,3,-1,4,2,4,4,-1,-1,-1,-1,-1,-1,4,2,4,4,3,1,3,3
36,13,2,20,4,15,1,0,0,0,0,0,0,1,3,-1,-1,-1,-1,-1,2,4,-1,-1,-1,-1,-1,-1,2,4,-1,-1,1,3
37,13,2,21,1,180,1,0,0,0,0,0,1,1,3,-1,2,3,2,3,-1,-1,-1,-1,-1,-1,2,3,2,3,1,2,1,2
38,13,2,19,4,20,0,1,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,1,5,-1,-1,-1,-1,-1,-1,1,5,-1,-1,1,3
40,13,2,19,1,40,1,1,0,0,0,0,0,1,2,-1,2,3,2,4,-1,-1,-1,-1,-1,-1,2,3,2,4,1,2,1,3
41,13,2,18,1,5,1,0,1,0,0,0,0,1,2,-1,3,1,1,5,-1,-1,-1,-1,-1,-1,3,1,1,5,2,1,1,3
42,13,2,24,1,10,1,1,0,0,0,0,0,1,6,-1,2,4,2,4,-1,-1,-1,-1,-1,-1,2,4,2,4,1,3,1,3
43,13,1,19,4,15,0,1,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,2,3,-1,-1,-1,-1,-1,-1,2,3,-1,-1,1,2
44,13,1,20,4,20,0,0,0,0,0,0,0,1,3,-1,-1,-1,-1,-1,2,3,-1,-1,-1,-1,-1,-1,2,3,-1,-1,1,2
45,13,1,19,4,16,1,1,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,2,5,-1,-1,-1,-1,-1,-1,2,5,-1,-1,1,3
46,13,2,19,1,5,1,0,1,0,0,0,0,1,2,-1,3,3,4,3,-1,-1,-1,-1,-1,-1,3,3,4,3,2,2,3,2
47,13,1,21,1,8,1,1,0,0,0,0,0,1,4,-1,2,2,3,1,-1,-1,-1,-1,-1,-1,2,2,3,1,1,1,2,1
48,13,2,19,4,10,0,0,0,0,0,0,1,1,2,-1,-1,-1,-1,-1,3,3,-1,-1,-1,-1,-1,-1,3,3,-1,-1,2,2
49,13,2,20,1,10,1,0,1,0,0,0,0,1,3,-1,4,3,2,3,-1,-1,-1,-1,-1,-1,4,3,2,3,3,2,1,2
50,13,1,18,4,25,1,1,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,2,3,-1,-1,-1,-1,-1,-1,2,3,-1,-1,1,2
51,13,2,21,1,20,1,0,0,0,0,0,1,1,2,-1,3,3,2,4,-1,-1,-1,-1,-1,-1,3,3,2,4,2,2,1,3
52,13,1,21,4,21,1,1,1,0,0,0,0,1,2,-1,-1,-1,-1,-1,4,4,-1,-1,-1,-1,-1,-1,4,4,-1,-1,3,3
53,12,1,19,4,20,0,1,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,2,3,-1,-1,-1,-1,-1,-1,2,3,-1,-1,1,2
54,13,2,19,1,5,1,0,1,0,0,0,0,1,2,-1,1,5,1,5,-1,-1,-1,-1,-1,-1,1,5,1,5,1,3,1,3
55,13,1,21,1,10,1,0,1,0,0,0,0,1,2,-1,3,2,1,3,-1,-1,-1,-1,-1,-1,3,2,1,3,2,1,1,2
56,13,1,19,4,20,1,0,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,2,1
57,13,2,27,1,10,1,0,0,0,0,0,1,1,6,-1,2,5,2,5,-1,-1,-1,-1,-1,-1,2,5,2,5,1,3,1,3
58,13,2,19,4,15,1,1,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,1,5,-1,-1,-1,-1,-1,-1,1,5,-1,-1,1,3
59,13,2,20,4,15,1,0,1,0,0,0,0,1,2,-1,-1,-1,-1,-1,1,5,-1,-1,-1,-1,-1,-1,1,5,-1,-1,1,3
62,13,2,19,4,20,0,0,0,0,0,0,1,2,2,-1,-1,-1,-1,-1,1,5,-1,-1,-1,-1,-1,-1,1,5,-1,-1,1,3
64,13,1,20,4,15,1,0,0,0,0,0,0,1,3,-1,-1,-1,-1,-1,5,1,-1,-1,-1,-1,-1,-1,5,1,-1,-1,3,1
65,13,1,19,1,30,1,0,0,0,0,0,1,1,2,-1,2,3,3,3,-1,-1,-1,-1,-1,-1,2,3,3,3,1,2,2,2
66,13,1,19,1,5,1,1,0,0,0,0,0,1,2,-1,2,3,2,2,-1,-1,-1,-1,-1,-1,2,3,2,2,1,2,1,1
67,13,2,19,2,20,1,0,0,0,1,0,0,1,2,-1,-1,-1,-1,-1,1,3,-1,-1,-1,-1,-1,-1,1,3,-1,-1,1,2
68,13,2,19,1,30,1,1,0,0,0,0,0,1,2,-1,1,5,1,5,-1,-1,-1,-1,-1,-1,1,5,1,5,1,3,1,3
69,13,2,25,4,15,1,0,1,0,0,0,0,1,6,-1,-1,-1,-1,-1,1,5,-1,-1,-1,-1,-1,-1,1,5,-1,-1,1,3
70,13,1,19,1,10,1,1,0,0,0,0,0,1,2,-1,3,2,3,2,-1,-1,-1,-1,-1,-1,3,2,3,2,2,1,2,1
71,13,2,21,1,10,1,0,1,0,0,0,0,1,4,-1,3,2,4,2,-1,-1,-1,-1,-1,-1,3,2,4,2,2,1,3,1
72,13,2,18,1,15,1,0,1,0,0,0,0,1,2,-1,1,5,1,3,-1,-1,-1,-1,-1,-1,1,5,1,3,1,3,1,2
73,13,1,20,4,15,1,0,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,4,3,-1,-1,-1,-1,-1,-1,4,3,-1,-1,3,2
74,13,2,23,4,20,1,0,0,0,0,0,0,1,5,-1,-1,-1,-1,-1,3,3,-1,-1,-1,-1,-1,-1,3,3,-1,-1,2,2
76,13,2,19,1,40,1,0,0,0,0,0,1,1,2,-1,2,3,3,3,-1,-1,-1,-1,-1,-1,2,3,3,3,1,2,2,2
77,13,2,20,1,5,1,1,1,0,0,0,0,1,3,-1,3,3,3,3,-1,-1,-1,-1,-1,-1,3,3,3,3,2,2,2,2
78,13,2,20,1,30,1,1,0,0,0,0,0,1,3,-1,3,3,4,4,-1,-1,-1,-1,-1,-1,3,3,4,4,2,2,3,3
79,13,2,19,1,40,1,1,0,0,0,0,0,1,2,-1,3,5,3,5,-1,-1,-1,-1,-1,-1,3,5,3,5,2,3,2,3
80,13,2,24,1,25,1,0,0,0,0,0,0,1,2,-1,4,3,4,3,-1,-1,-1,-1,-1,-1,4,3,4,3,3,2,3,2
81,13,2,19,1,15,1,1,0,0,0,0,0,1,2,-1,4,2,3,3,-1,-1,-1,-1,-1,-1,4,2,3,3,3,1,2,2
82,13,2,19,1,5,1,0,0,0,0,0,1,1,2,-1,1,5,1,5,-1,-1,-1,-1,-1,-1,1,5,1,5,1,3,1,3
83,13,1,19,1,10,1,1,0,0,0,0,0,1,1,-1,3,3,3,3,-1,-1,-1,-1,-1,-1,3,3,3,3,2,2,2,2
84,13,2,19,1,8,1,1,0,0,0,0,0,1,2,-1,3,3,2,3,-1,-1,-1,-1,-1,-1,3,3,2,3,2,2,1,2
85,13,2,19,4,15,1,0,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,1,5,-1,-1,-1,-1,-1,-1,1,5,-1,-1,1,3
86,13,1,19,4,18,0,1,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,1,3,-1,-1,-1,-1,-1,-1,1,3,-1,-1,1,2
87,13,1,19,4,16,1,0,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,3,4,-1,-1,-1,-1,-1,-1,3,4,-1,-1,2,3
88,13,2,19,4,15,0,1,0,1,0,0,0,1,1,-1,-1,-1,-1,-1,2,5,-1,-1,-1,-1,-1,-1,2,5,-1,-1,1,3
89,13,2,20,4,20,1,1,0,1,0,0,0,1,3,-1,-1,-1,-1,-1,1,3,-1,-1,-1,-1,-1,-1,1,3,-1,-1,1,2
90,13,2,19,1,40,1,0,1,0,0,0,0,1,1,-1,4,2,3,3,-1,-1,-1,-1,-1,-1,4,2,3,3,3,1,2,2
91,13,2,19,1,40,1,0,1,0,0,0,0,1,1,-1,4,2,3,3,-1,-1,-1,-1,-1,-1,4,2,3,3,3,1,2,2
92,13,2,19,1,40,1,0,1,0,0,0,0,1,1,-1,4,2,3,3,-1,-1,-1,-1,-1,-1,4,2,3,3,3,1,2,2
93,13,1,19,4,15,1,0,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,2,4,-1,-1,-1,-1,-1,-1,2,4,-1,-1,1,3
95,12,1,25,1,3,1,1,0,0,0,0,0,1,5,-1,3,3,4,2,-1,-1,-1,-1,-1,-1,3,3,4,2,2,2,3,1
96,13,2,19,4,15,1,1,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,1,5,-1,-1,-1,-1,-1,-1,1,5,-1,-1,1,3
97,13,2,19,2,155,0,0,0,1,0,0,0,1,2,-1,-1,-1,-1,-1,5,1,-1,-1,-1,-1,-1,-1,5,1,-1,-1,3,1
98,13,2,19,1,7,1,1,1,0,0,0,0,1,2,-1,2,2,3,3,-1,-1,-1,-1,-1,-1,2,2,3,3,1,1,2,2
99,13,2,24,1,10,1,0,1,0,0,0,0,1,6,-1,1,3,2,4,-1,-1,-1,-1,-1,-1,1,3,2,4,1,2,1,3
100,13,2,20,1,15,1,1,0,0,0,0,0,1,4,-1,3,3,3,3,-1,-1,-1,-1,-1,-1,3,3,3,3,2,2,2,2
101,13,2,19,1,5,1,0,1,0,0,0,0,1,1,-1,3,3,4,2,-1,-1,-1,-1,-1,-1,3,3,4,2,2,2,3,1
102,13,2,19,1,30,1,0,0,0,0,0,1,1,2,-1,3,4,3,4,-1,-1,-1,-1,-1,-1,3,4,3,4,2,3,2,3
103,13,2,21,1,120,1,1,1,1,0,0,0,1,4,-1,3,1,3,3,-1,-1,-1,-1,-1,-1,3,1,3,3,2,1,2,2
104,13,2,27,1,10,1,0,0,0,0,0,1,1,6,-1,1,5,1,5,-1,-1,-1,-1,-1,-1,1,5,1,5,1,3,1,3
105,13,1,23,1,18,1,0,0,0,0,0,0,1,6,-1,3,3,3,3,-1,-1,-1,-1,-1,-1,3,3,3,3,2,2,2,2
106,13,2,51,1,15,1,0,0,1,0,0,0,4,-1,1,-1,-1,-1,-1,-1,-1,2,4,2,4,2,4,2,4,1,3,1,3
108,13,1,31,1,15,1,0,0,0,0,0,1,2,6,-1,1,4,1,4,-1,-1,-1,-1,-1,-1,1,4,1,4,1,3,1,3
109,13,2,57,1,20,1,1,0,0,0,0,0,4,-1,4,-1,-1,-1,-1,-1,-1,1,5,1,5,1,5,1,5,1,3,1,3
110,13,2,61,1,40,1,0,0,0,0,0,1,4,-1,4,-1,-1,-1,-1,-1,-1,3,3,3,3,3,3,3,3,2,2,2,2
114,11,4,33,1,20,1,1,0,0,0,0,0,4,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
116,13,2,55,1,15,1,0,0,0,0,0,0,4,-1,4,-1,-1,-1,-1,-1,-1,1,5,1,5,1,5,1,5,1,3,1,3
118,13,1,50,1,30,1,0,0,0,0,0,1,3,-1,4,-1,-1,-1,-1,-1,-1,3,2,3,2,3,2,3,2,2,1,2,1
119,13,2,68,1,10,1,1,0,0,0,0,0,4,-1,4,-1,-1,-1,-1,-1,-1,4,2,4,2,4,2,4,2,3,1,3,1
121,13,2,25,1,30,1,1,0,0,0,0,0,2,6,-1,4,3,3,3,-1,-1,-1,-1,-1,-1,4,3,3,3,3,2,2,2
122,9,2,25,1,10,1,1,0,0,0,0,0,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
123,13,2,25,1,25,1,1,0,0,0,0,0,1,6,-1,4,3,4,3,-1,-1,-1,-1,-1,-1,4,3,4,3,3,2,3,2
124,13,2,64,1,15,1,0,1,0,0,0,0,4,-1,4,-1,-1,-1,-1,-1,-1,1,4,1,4,1,4,1,4,1,3,1,3
125,13,2,22,1,15,1,1,0,0,0,0,0,1,6,-1,3,3,3,3,-1,-1,-1,-1,-1,-1,3,3,3,3,2,2,2,2
127,13,2,56,1,30,1,0,0,0,0,0,1,4,-1,4,-1,-1,-1,-1,-1,-1,4,3,3,3,4,3,3,3,3,2,2,2
128,13,1,33,1,50,1,0,0,0,0,0,0,4,-1,3,-1,-1,-1,-1,-1,-1,2,3,3,3,2,3,3,3,1,2,2,2
129,13,2,22,1,180,1,0,0,0,0,0,0,1,5,-1,3,3,3,3,-1,-1,-1,-1,-1,-1,3,3,3,3,2,2,2,2
131,13,1,24,1,10,1,0,0,0,0,0,1,1,6,-1,3,3,3,2,-1,-1,-1,-1,-1,-1,3,3,3,2,2,2,2,1
133,13,1,21,1,15,1,0,0,0,0,0,1,1,4,-1,3,3,5,1,-1,-1,-1,-1,-1,-1,3,3,5,1,2,2,3,1
134,13,1,21,1,10,1,0,1,0,0,0,0,1,4,-1,3,1,3,1,-1,-1,-1,-1,-1,-1,3,1,3,1,2,1,2,1
135,13,1,20,1,25,1,0,0,0,0,0,1,1,4,-1,3,1,5,1,-1,-1,-1,-1,-1,-1,3,1,5,1,2,1,3,1
136,13,1,52,1,15,1,0,0,0,0,0,1,4,-1,4,-1,-1,-1,-1,-1,-1,3,4,4,4,3,4,4,4,2,3,3,3
138,13,1,20,1,45,1,1,0,0,0,0,0,1,4,-1,4,2,3,2,-1,-1,-1,-1,-1,-1,4,2,3,2,3,1,2,1
139,12,1,19,1,30,1,0,0,0,0,0,1,1,2,-1,4,3,4,3,-1,-1,-1,-1,-1,-1,4,3,4,3,3,2,3,2
140,9,2,20,1,15,1,1,0,0,0,0,0,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
141,13,2,20,4,9,1,0,0,0,0,0,0,1,3,-1,-1,-1,-1,-1,2,5,-1,-1,-1,-1,-1,-1,2,5,-1,-1,1,3
142,13,1,20,1,30,1,0,0,0,0,0,1,1,3,-1,3,3,3,3,-1,-1,-1,-1,-1,-1,3,3,3,3,2,2,2,2
143,13,2,22,1,20,1,1,0,0,0,0,0,1,4,-1,3,2,3,3,-1,-1,-1,-1,-1,-1,3,2,3,3,2,1,2,2
147,13,1,20,1,10.15,1,1,1,0,0,0,0,1,4,-1,4,2,3,1,-1,-1,-1,-1,-1,-1,4,2,3,1,3,1,2,1
148,13,4,20,1,15,1,1,1,0,0,0,0,1,3,-1,5,1,5,1,-1,-1,-1,-1,-1,-1,5,1,5,1,3,1,3,1
149,13,2,22,4,15,1,0,0,0,0,0,0,1,5,-1,-1,-1,-1,-1,4,3,-1,-1,-1,-1,-1,-1,4,3,-1,-1,3,2
151,13,2,21,1,25,1,1,0,0,0,0,0,1,3,-1,2,3,2,3,-1,-1,-1,-1,-1,-1,2,3,2,3,1,2,1,2
153,13,1,21,1,30,1,0,0,0,0,0,1,1,2,-1,2,4,3,2,-1,-1,-1,-1,-1,-1,2,4,3,2,1,3,2,1
154,13,1,19,1,45,1,1,0,0,0,0,0,1,2,-1,2,5,2,4,-1,-1,-1,-1,-1,-1,2,5,2,4,1,3,1,3
155,13,2,19,1,10,1,0,1,0,0,0,0,1,2,-1,2,5,2,5,-1,-1,-1,-1,-1,-1,2,5,2,5,1,3,1,3
157,13,1,51,1,60,1,0,0,0,0,0,1,4,-1,4,-1,-1,-1,-1,-1,-1,2,1,2,1,2,1,2,1,1,1,1,1
158,13,2,23,1,6,1,0,0,0,0,0,1,1,5,-1,1,3,2,4,-1,-1,-1,-1,-1,-1,1,3,2,4,1,2,1,3
159,13,1,20,4,20,1,0,0,0,0,0,0,1,3,-1,-1,-1,-1,-1,3,4,-1,-1,-1,-1,-1,-1,3,4,-1,-1,2,3
162,13,1,20,4,15,1,0,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,2,4,-1,-1,-1,-1,-1,-1,2,4,-1,-1,1,3
164,13,1,18,1,15,1,1,0,0,0,0,0,1,2,-1,1,4,4,3,-1,-1,-1,-1,-1,-1,1,4,4,3,1,3,3,2
165,13,2,20,1,100,1,0,0,0,0,0,1,1,3,-1,2,2,2,2,-1,-1,-1,-1,-1,-1,2,2,2,2,1,1,1,1
166,13,1,18,1,60,1,0,0,0,0,0,1,1,1,-1,3,1,3,3,-1,-1,-1,-1,-1,-1,3,1,3,3,2,1,2,2
168,13,2,19,1,30,1,1,0,0,0,0,0,1,2,-1,4,2,4,2,-1,-1,-1,-1,-1,-1,4,2,4,2,3,1,3,1
170,13,2,19,1,25,1,1,0,0,0,0,0,1,2,-1,1,3,1,3,-1,-1,-1,-1,-1,-1,1,3,1,3,1,2,1,2
171,13,2,19,1,7,1,0,0,0,0,0,0,1,2,-1,2,4,4,4,-1,-1,-1,-1,-1,-1,2,4,4,4,1,3,3,3
172,12,2,19,2,30,1,0,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,1,5,-1,-1,-1,-1,-1,-1,1,5,-1,-1,1,3
173,13,2,19,1,20,1,1,0,0,0,0,0,1,1,-1,3,3,3,3,-1,-1,-1,-1,-1,-1,3,3,3,3,2,2,2,2
174,13,1,19,1,15,1,0,0,0,0,0,1,1,2,-1,3,5,3,3,-1,-1,-1,-1,-1,-1,3,5,3,3,2,3,2,2
175,13,2,19,2,15,1,0,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,1,5,-1,-1,-1,-1,-1,-1,1,5,-1,-1,1,3
176,13,1,18,1,3,1,0,1,0,0,0,0,1,1,-1,1,2,3,1,-1,-1,-1,-1,-1,-1,1,2,3,1,1,1,2,1
177,12,1,19,1,8,1,0,1,0,0,0,0,1,2,-1,3,4,3,3,-1,-1,-1,-1,-1,-1,3,4,3,3,2,3,2,2
179,13,1,19,2,15,0,0,1,0,0,0,0,1,2,-1,-1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,2,1
181,13,1,18,1,20,1,0,1,0,0,0,0,1,1,-1,3,4,4,3,-1,-1,-1,-1,-1,-1,3,4,4,3,2,3,3,2
183,13,1,18,1,20,1,0,0,0,0,0,1,1,1,-1,2,4,2,4,-1,-1,-1,-1,-1,-1,2,4,2,4,1,3,1,3
184,13,2,22,1,90,1,0,0,0,0,0,0,1,5,-1,1,3,5,3,-1,-1,-1,-1,-1,-1,1,3,5,3,1,2,3,2
185,13,1,18,1,30,1,1,0,0,0,0,0,1,1,-1,3,2,5,5,-1,-1,-1,-1,-1,-1,3,2,5,5,2,1,3,3
186,13,4,18,4,10,0,0,1,0,0,0,0,1,2,-1,-1,-1,-1,-1,3,3,-1,-1,-1,-1,-1,-1,3,3,-1,-1,2,2
188,13,1,18,1,5,1,0,1,0,0,0,0,1,2,-1,3,3,3,3,-1,-1,-1,-1,-1,-1,3,3,3,3,2,2,2,2
189,13,2,18,1,130,1,1,0,0,0,0,0,1,1,-1,2,5,1,5,-1,-1,-1,-1,-1,-1,2,5,1,5,1,3,1,3
190,13,1,18,1,9,1,1,0,0,0,0,0,1,1,-1,1,3,3,3,-1,-1,-1,-1,-1,-1,1,3,3,3,1,2,2,2
191,13,1,18,4,20,1,0,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,1,5,-1,-1,-1,-1,-1,-1,1,5,-1,-1,1,3
195,13,2,18,1,15,1,0,0,0,0,0,1,1,1,-1,1,1,4,1,-1,-1,-1,-1,-1,-1,1,1,4,1,1,1,3,1
196,12,2,18,1,65,1,1,0,0,0,0,0,1,1,-1,4,3,3,3,-1,-1,-1,-1,-1,-1,4,3,3,3,3,2,2,2
197,13,1,18,1,10,1,0,1,0,0,0,0,1,1,-1,2,3,2,3,-1,-1,-1,-1,-1,-1,2,3,2,3,1,2,1,2
198,13,2,18,1,4,1,0,1,0,0,0,0,1,1,-1,4,3,3,4,-1,-1,-1,-1,-1,-1,4,3,3,4,3,2,2,3
199,13,1,22,1,10,1,1,1,0,0,0,0,1,5,-1,3,3,3,2,-1,-1,-1,-1,-1,-1,3,3,3,2,2,2,2,1
201,9,2,18,1,12,1,0,0,0,1,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
204,13,1,18,1,40,1,0,0,0,0,0,1,1,1,-1,2,5,3,5,-1,-1,-1,-1,-1,-1,2,5,3,5,1,3,2,3
207,13,1,18,1,10,1,0,0,0,0,0,1,1,1,-1,3,3,3,3,-1,-1,-1,-1,-1,-1,3,3,3,3,2,2,2,2
209,13,1,19,1,10,1,0,0,0,0,0,1,1,1,-1,2,4,3,5,-1,-1,-1,-1,-1,-1,2,4,3,5,1,3,2,3
211,13,1,18,4,10,1,1,0,1,0,0,0,1,1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,-1,-1,-1,3,3,-1,-1,2,2
213,13,2,18,4,15,1,0,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,3,4,-1,-1,-1,-1,-1,-1,3,4,-1,-1,2,3
215,13,2,18,1,45,1,0,0,0,0,0,1,1,1,-1,2,3,3,3,-1,-1,-1,-1,-1,-1,2,3,3,3,1,2,2,2
216,13,2,20,1,45,1,0,0,0,0,0,1,1,3,-1,3,5,4,4,-1,-1,-1,-1,-1,-1,3,5,4,4,2,3,3,3
218,13,2,21,1,40,1,1,0,0,0,0,0,1,4,-1,2,3,3,3,-1,-1,-1,-1,-1,-1,2,3,3,3,1,2,2,2
219,13,1,21,1,15,1,1,0,0,0,0,0,1,4,-1,3,3,3,3,-1,-1,-1,-1,-1,-1,3,3,3,3,2,2,2,2
220,13,2,18,1,15,1,0,1,0,0,0,0,1,1,-1,4,3,3,3,-1,-1,-1,-1,-1,-1,4,3,3,3,3,2,2,2
223,13,1,19,1,60,1,0,0,0,0,0,1,1,2,-1,3,3,4,2,-1,-1,-1,-1,-1,-1,3,3,4,2,2,2,3,1
224,13,1,27,1,35,1,1,0,0,0,0,0,3,-1,3,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,1,1,1,1
226,13,1,20,1,40,1,1,0,0,0,0,0,1,1,-1,3,3,3,3,-1,-1,-1,-1,-1,-1,3,3,3,3,2,2,2,2
228,13,2,57,1,75,1,0,0,0,0,0,0,4,-1,3,-1,-1,-1,-1,-1,-1,1,5,5,3,1,5,5,3,1,3,3,2
230,13,1,26,1,60,1,0,0,0,0,0,0,1,6,-1,3,3,4,2,-1,-1,-1,-1,-1,-1,3,3,4,2,2,2,3,1
235,9,1,18,1,5,1,1,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
236,9,2,23,1,35,1,1,0,0,0,0,0,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
237,13,1,21,1,15,1,1,0,0,0,0,0,1,4,-1,3,3,4,4,-1,-1,-1,-1,-1,-1,3,3,4,4,2,2,3,3
239,13,2,19,2,10,0,0,0,0,0,0,1,1,1,-1,-1,-1,-1,-1,1,5,-1,-1,-1,-1,-1,-1,1,5,-1,-1,1,3
240,13,1,25,1,15,1,0,0,0,0,0,1,1,6,-1,2,2,4,4,-1,-1,-1,-1,-1,-1,2,2,4,4,1,1,3,3
